StudentID,Age,Gender,County,Program,ProgramType,LearningMode,EducationLevel,EmploymentStatus,PaymentPlan,DeviceType,InternetQuality,PreviousCodingExperienceYears,WeeklyStudyHours,AttendanceRatePercent,AssignmentsSubmitted,AssignmentsLate,AverageQuizScore,AverageProjectScore,ForumPosts,MentorSessionsAttended,GitHubCommits,ProjectsCompleted,PreferredProgrammingLanguage,CareerGoal,AdmissionSource,ProjectCategory,MonthlyFeePaidKES,OutstandingBalanceKES,ScholarshipPercent,DaysSinceLastLogin,LoginFrequencyPerWeek,VideoLessonsWatched,LabCompletionRatePercent,PeerCollaborationScore,CommunicationScore,ProblemSolvingScore,ConfidenceLevel1To10,EngagementLevel,AttendanceStatus,DropoutRiskLevel,FinalClusterHint
STU-0279,21,Male,Kiambu,Software Engineering,Diploma,Online,High School,Student,Partial Scholarship,Laptop,Good,0.3,25,89,9,0,73,84,34,11,134,3,Dart,Upskill current job,TikTok,Web App,9653,14347,20,4,8,39,96,9,2,6,1,High,Consistent,Low,Practical Builder
STU-0280,17,Male,Kajiado,Cybersecurity,Certificate,Physical,Degree,Self-employed,Full Payment,Smartphone,Average,3.4,21,67,15,0,81,60,23,14,29,2,C++,Upskill current job,TikTok,Blockchain App,59370,30630,0,2,4,15,54,10,3,7,7,High,Moderate,Low,Career Switcher
STU-0281,36,Female,Machakos,Mobile App Development,Certificate,Hybrid,Degree,Unemployed,Installments,Smartphone,Good,1.4,20,86,18,1,85,82,17,2,144,6,C++,Upskill current job,School Visit,Design Prototype,27553,26447,10,3,6,16,84,3,3,10,6,High,Consistent,Low,High Performer
STU-0282,21,Male,Kajiado,Full Stack JavaScript,Bootcamp,Physical,Postgraduate,Unemployed,Installments,Tablet,Average,1.0,10,78,16,4,54,67,30,2,10,2,Dart,Upskill current job,TikTok,Mobile App,64497,10503,0,14,1,19,64,6,6,6,5,Low,Moderate,Low,Casual Learner
STU-0283,18,Male,Kiambu,Cybersecurity,Certificate,Hybrid,Diploma,Unemployed,Sponsored,Desktop,Average,2.1,11,55,18,0,41,49,11,7,28,2,C++,Get a tech job,Instagram,Web App,63285,56715,0,5,2,100,46,9,5,6,7,Low,Moderate,Low,Casual Learner
STU-0284,18,Male,Nyeri,AI & Machine Learning,Diploma,Hybrid,Diploma,Student,Installments,Laptop,Excellent,1.7,5,61,8,11,52,39,13,6,14,1,C++,Upskill current job,Google Search,AI Model,9703,35297,50,12,2,84,41,4,7,4,9,Low,Moderate,High,Struggling Learner
STU-0285,29,Male,Nairobi,Cloud Computing,Certificate,Hybrid,Postgraduate,Employed,Installments,Laptop,Average,1.7,15,82,19,0,58,72,15,4,57,6,Java,Get a tech job,Instagram,Design Prototype,6876,23124,0,0,7,15,85,10,1,8,1,Medium,Consistent,Low,Practical Builder
STU-0286,29,Male,Machakos,Mobile App Development,Certificate,Hybrid,Degree,Employed,Sponsored,Laptop,Average,0.3,5,77,9,2,49,45,43,7,42,4,Dart,Academic research,WhatsApp,IoT Project,119328,672,0,18,5,15,71,2,4,4,3,Low,Moderate,Medium,Casual Learner
STU-0287,41,Female,Eldoret,UI/UX Design,Certificate,Hybrid,Degree,Self-employed,Installments,Smartphone,Average,3.4,16,84,13,1,74,72,31,1,49,6,Python,Get a tech job,TikTok,Blockchain App,22023,25977,20,7,4,63,78,3,5,7,2,Medium,Consistent,Low,Practical Builder
STU-0288,25,Female,Nakuru,Robotics,Diploma,Hybrid,Postgraduate,Employed,Partial Scholarship,Smartphone,Average,0,19,77,15,0,68,89,43,6,147,7,JavaScript,Get a tech job,Instagram,Data Dashboard,37600,22400,50,2,10,69,87,5,1,6,4,High,Moderate,Medium,Practical Builder
STU-0289,35,Female,Kiambu,AI & Machine Learning,Diploma,Online,Postgraduate,Student,Installments,Laptop,Good,1.8,13,77,17,3,79,83,13,11,55,5,JavaScript,Build startup,Instagram,IoT Project,86062,3938,0,5,4,99,85,2,5,10,1,High,Moderate,Medium,Practical Builder
STU-0290,36,Female,Nairobi,Software Engineering,Diploma,Hybrid,Degree,Unemployed,Partial Scholarship,Laptop,Average,0.9,29,90,12,1,83,98,19,13,90,3,Kotlin,Freelance,Event,AI Model,4402,18098,50,1,6,96,98,7,9,9,5,Very High,Consistent,Low,High Performer
STU-0291,23,Female,Kajiado,AI & Machine Learning,Diploma,Physical,Diploma,Unemployed,Installments,Desktop,Average,3.9,5,54,13,5,60,66,7,12,57,3,Dart,Get a tech job,Referral,Mobile App,16755,14744,30,3,2,91,63,5,9,5,8,Medium,Irregular,Low,Casual Learner
STU-0292,30,Male,Nyeri,Cybersecurity,Certificate,Physical,Degree,Employed,Partial Scholarship,Smartphone,Good,1.7,27,82,12,5,84,87,22,13,173,3,Dart,Academic research,TikTok,IoT Project,31532,35968,10,3,12,74,88,9,6,7,3,Very High,Consistent,Low,High Performer
STU-0293,29,Female,Kakamega,Cloud Computing,Certificate,Hybrid,Postgraduate,Self-employed,Sponsored,Smartphone,Excellent,2.0,9,61,18,1,76,56,26,3,78,5,Kotlin,Upskill current job,Event,Blockchain App,33601,41399,0,9,2,33,63,9,7,5,4,High,Moderate,Low,Career Switcher
STU-0294,17,Female,Kisumu,Cloud Computing,Certificate,Physical,Degree,Self-employed,Installments,Smartphone,Excellent,1.9,4,71,10,9,42,45,27,3,6,2,C++,Upskill current job,WhatsApp,Mobile App,21022,59978,10,14,5,76,60,4,10,6,1,Medium,Moderate,Medium,Casual Learner
STU-0295,27,Male,Kajiado,Cloud Computing,Certificate,Online,Diploma,Student,Installments,Desktop,Good,0.7,6,38,6,9,25,25,24,0,1,1,Dart,Build startup,WhatsApp,Design Prototype,48286,71714,0,7,4,100,25,8,6,2,4,Low,Irregular,Medium,Struggling Learner
STU-0296,41,Female,Kakamega,Cloud Computing,Certificate,Online,High School,Employed,Installments,Laptop,Good,0.7,30,85,15,2,78,82,13,6,117,5,Kotlin,Upskill current job,Instagram,Blockchain App,39450,80550,0,1,6,17,89,1,7,7,8,High,Consistent,Low,High Performer
STU-0297,42,Male,Mombasa,Robotics,Diploma,Online,Diploma,Student,Full Payment,Laptop,Average,3.4,32,90,13,5,78,84,7,14,52,7,Java,Freelance,Google Search,Mobile App,79705,4295,30,0,13,32,77,6,3,8,2,High,Consistent,Low,High Performer
STU-0298,28,Female,Eldoret,Data Science,Certificate,Hybrid,Postgraduate,Unemployed,Installments,Laptop,Average,1.4,24,94,14,3,78,96,38,11,124,4,C++,Get a tech job,Google Search,Mobile App,16199,19801,20,1,12,39,95,10,2,10,7,Very High,Consistent,Low,High Performer
STU-0299,33,Female,Nyeri,Software Engineering,Diploma,Physical,Degree,Unemployed,Full Payment,Laptop,Average,1.8,27,93,9,7,79,88,36,12,76,3,Python,Academic research,Instagram,Blockchain App,53835,36165,0,2,5,46,87,9,2,10,5,Very High,Consistent,Low,High Performer
STU-0300,42,Male,Nyeri,Blockchain Development,Bootcamp,Hybrid,Postgraduate,Unemployed,Installments,Laptop,Average,0.2,15,62,11,9,67,76,1,4,30,1,Dart,Get a tech job,Instagram,Blockchain App,68359,6641,0,8,3,7,77,1,8,8,3,High,Moderate,Medium,Career Switcher
STU-0301,19,Female,Kiambu,Software Engineering,Diploma,Hybrid,Postgraduate,Self-employed,Installments,Desktop,Average,0.4,10,64,11,0,69,60,0,2,59,1,Java,Academic research,Referral,Blockchain App,28883,2616,30,14,5,18,62,7,4,6,2,Low,Moderate,Low,Casual Learner
STU-0302,25,Male,Kiambu,Software Engineering,Diploma,Online,Degree,Student,Installments,Desktop,Good,1.1,15,69,16,3,73,84,42,1,45,3,Kotlin,Build startup,Referral,AI Model,48404,11596,0,5,5,71,83,4,10,9,8,Very High,Moderate,Medium,Practical Builder
STU-0303,39,Male,Machakos,Mobile App Development,Certificate,Physical,Diploma,Employed,Installments,Laptop,Average,2.0,7,37,17,1,51,26,32,1,21,0,JavaScript,Get a tech job,Instagram,Data Dashboard,73171,16829,0,25,4,21,28,6,7,5,10,Medium,Irregular,High,Struggling Learner
STU-0304,38,Female,Nyeri,AI & Machine Learning,Diploma,Physical,Diploma,Unemployed,Partial Scholarship,Desktop,Average,3.5,10,77,12,6,51,80,13,2,82,4,Python,Upskill current job,WhatsApp,Data Dashboard,34823,40177,0,6,4,55,84,7,9,7,1,Medium,Moderate,Low,Career Switcher
STU-0305,26,Male,Kajiado,Cybersecurity,Certificate,Online,Degree,Unemployed,Installments,Laptop,Poor,1.5,17,100,19,1,83,85,25,6,61,7,C++,Academic research,Instagram,Blockchain App,31111,13889,0,0,9,17,89,5,8,8,3,High,Consistent,Low,High Performer
STU-0306,20,Male,Meru,Software Engineering,Diploma,Hybrid,Postgraduate,Self-employed,Partial Scholarship,Desktop,Average,2.2,6,56,15,0,61,73,11,4,34,2,JavaScript,Upskill current job,Referral,Web App,50855,39145,0,3,6,117,56,3,1,7,8,Medium,Moderate,Medium,Casual Learner
STU-0307,35,Female,Kisumu,Software Engineering,Diploma,Physical,Diploma,Employed,Sponsored,Laptop,Good,0.7,18,86,16,4,70,78,30,1,76,5,Python,Build startup,School Visit,Blockchain App,54433,65567,0,0,8,39,88,1,3,9,4,High,Consistent,Medium,Practical Builder
STU-0308,28,Male,Kisii,Cloud Computing,Certificate,Online,Postgraduate,Student,Partial Scholarship,Smartphone,Good,2.9,15,71,10,0,66,72,37,8,57,4,Java,Get a tech job,Referral,Data Dashboard,37057,7943,50,10,5,94,72,10,2,8,8,High,Moderate,Medium,Career Switcher
STU-0309,31,Male,Meru,AI & Machine Learning,Diploma,Hybrid,Diploma,Self-employed,Installments,Laptop,Average,0.6,9,63,11,2,81,69,22,14,15,4,Dart,Get a tech job,Instagram,Mobile App,9992,21507,30,6,7,41,72,9,3,6,5,Medium,Moderate,Low,Career Switcher
STU-0310,32,Female,Kisumu,Software Engineering,Diploma,Hybrid,Postgraduate,Unemployed,Installments,Smartphone,Excellent,1.8,17,79,8,6,61,86,35,3,70,3,Kotlin,Get a tech job,TikTok,IoT Project,33009,7491,10,10,3,43,82,2,5,9,9,Medium,Moderate,Medium,Career Switcher
STU-0311,39,Female,Meru,Robotics,Diploma,Hybrid,Degree,Unemployed,Installments,Laptop,Excellent,0,29,84,7,12,79,97,25,2,122,4,C++,Get a tech job,Instagram,IoT Project,11389,18611,0,2,7,56,80,8,9,10,1,Very High,Consistent,Low,High Performer
STU-0312,26,Female,Kisii,Data Science,Certificate,Online,High School,Student,Sponsored,Desktop,Good,2.2,22,98,17,2,79,95,0,12,171,4,Dart,Get a tech job,TikTok,Mobile App,32324,3676,20,1,7,67,100,4,2,7,1,Very High,Consistent,Low,High Performer
STU-0313,32,Male,Meru,Data Science,Certificate,Physical,High School,Student,Installments,Laptop,Average,1.8,24,86,8,8,74,73,44,8,85,3,Java,Upskill current job,Google Search,Blockchain App,37441,43559,10,0,5,30,84,8,5,8,2,Medium,Consistent,Low,Practical Builder
STU-0314,31,Female,Kajiado,Data Science,Certificate,Online,Degree,Unemployed,Full Payment,Laptop,Good,4.2,35,96,11,5,76,89,32,13,80,6,Java,Academic research,Instagram,Data Dashboard,21225,8775,0,3,9,115,98,4,6,10,9,High,Consistent,Low,High Performer
STU-0315,25,Female,Kajiado,AI & Machine Learning,Diploma,Online,Postgraduate,Unemployed,Partial Scholarship,Laptop,Average,1.1,8,53,19,0,60,63,14,1,42,3,JavaScript,Upskill current job,Event,Data Dashboard,21067,38933,50,15,1,90,51,8,8,7,4,Low,Irregular,Low,Casual Learner
STU-0316,18,Female,Kiambu,Data Science,Certificate,Online,High School,Unemployed,Sponsored,Laptop,Good,0,13,66,15,3,78,74,43,4,32,5,C++,Get a tech job,TikTok,Web App,61627,28373,0,9,3,33,66,3,7,7,2,Medium,Moderate,Medium,Career Switcher
STU-0317,17,Female,Kajiado,AI & Machine Learning,Diploma,Physical,High School,Self-employed,Full Payment,Desktop,Excellent,0.5,17,90,15,3,82,72,40,6,60,5,JavaScript,Get a tech job,School Visit,IoT Project,15014,44986,0,9,8,116,73,10,2,7,9,Medium,Consistent,Low,Career Switcher
STU-0318,17,Male,Nakuru,Full Stack JavaScript,Bootcamp,Hybrid,Degree,Unemployed,Sponsored,Laptop,Excellent,0.2,9,75,11,0,83,82,2,5,54,4,Java,Get a tech job,TikTok,Data Dashboard,30392,5608,20,10,2,58,76,4,6,7,3,Medium,Moderate,Medium,Career Switcher
STU-0319,42,Male,Machakos,Data Science,Certificate,Hybrid,Postgraduate,Student,Partial Scholarship,Laptop,Poor,1.4,4,47,20,1,47,50,43,10,19,0,C++,Upskill current job,School Visit,Mobile App,13463,39037,30,7,0,99,39,9,8,3,7,Low,Irregular,Medium,Struggling Learner
STU-0320,31,Male,Nyeri,Data Science,Certificate,Hybrid,Degree,Self-employed,Full Payment,Laptop,Poor,0.9,10,72,9,1,68,93,3,2,126,6,Java,Build startup,School Visit,Data Dashboard,57132,5867,30,0,3,61,78,5,1,9,6,Very High,Moderate,Low,Practical Builder
STU-0321,38,Male,Kakamega,Robotics,Diploma,Online,Degree,Employed,Installments,Desktop,Average,2.4,9,63,17,3,55,61,17,1,22,3,JavaScript,Get a tech job,TikTok,Blockchain App,20993,24007,0,6,1,31,56,9,4,6,9,Medium,Moderate,Medium,Casual Learner
STU-0322,37,Female,Kiambu,Robotics,Diploma,Online,High School,Self-employed,Installments,Laptop,Good,1.0,24,94,12,6,90,78,11,10,142,6,Java,Freelance,Event,Design Prototype,55412,4588,0,3,5,60,93,1,5,7,9,High,Consistent,Low,High Performer
STU-0323,23,Male,Machakos,Blockchain Development,Bootcamp,Hybrid,Postgraduate,Unemployed,Sponsored,Smartphone,Good,2.1,22,78,14,3,84,79,15,2,69,5,Python,Academic research,Instagram,AI Model,38125,21875,0,10,8,6,77,5,2,8,9,High,Moderate,Low,Career Switcher
STU-0324,38,Female,Kakamega,Mobile App Development,Certificate,Hybrid,High School,Student,Installments,Desktop,Good,0,15,89,13,0,51,78,37,1,16,4,Java,Freelance,Event,Data Dashboard,36048,8952,0,1,4,40,93,9,6,5,8,High,Consistent,Low,Career Switcher
STU-0325,24,Male,Mombasa,AI & Machine Learning,Diploma,Hybrid,High School,Employed,Full Payment,Laptop,Good,2.7,23,83,15,1,97,86,22,1,110,3,C++,Upskill current job,Referral,Blockchain App,28566,16434,0,2,13,14,90,8,2,8,4,High,Consistent,Low,High Performer
STU-0326,26,Male,Nairobi,Cloud Computing,Certificate,Online,Degree,Self-employed,Partial Scholarship,Smartphone,Average,0.1,12,61,15,1,60,73,20,8,20,3,JavaScript,Upskill current job,Event,Blockchain App,63765,26235,0,3,6,96,73,10,6,6,7,Medium,Moderate,Low,Career Switcher
STU-0327,19,Male,Nyeri,Data Science,Certificate,Physical,Postgraduate,Student,Partial Scholarship,Laptop,Poor,0,5,37,6,11,38,35,15,7,21,0,C++,Upskill current job,School Visit,Mobile App,83469,6531,0,18,1,98,39,6,2,4,9,Medium,Irregular,High,Struggling Learner
STU-0328,42,Female,Kisumu,Robotics,Diploma,Physical,Diploma,Employed,Sponsored,Laptop,Good,1.8,24,91,15,3,85,88,40,14,75,3,Dart,Upskill current job,WhatsApp,Web App,10094,16906,10,3,11,103,85,3,8,7,3,High,Consistent,Low,High Performer
STU-0329,18,Female,Nairobi,AI & Machine Learning,Diploma,Hybrid,High School,Employed,Installments,Laptop,Average,0.9,7,63,17,2,47,55,28,14,57,3,C++,Academic research,Event,IoT Project,92811,27189,0,6,6,57,69,8,7,6,8,Low,Moderate,Low,Casual Learner
STU-0330,21,Male,Nyeri,Data Science,Certificate,Physical,Postgraduate,Unemployed,Installments,Laptop,Good,1.8,13,72,15,1,64,85,9,0,73,2,Java,Build startup,Referral,AI Model,21109,68891,0,6,7,109,75,7,9,8,10,High,Moderate,Medium,Practical Builder
STU-0331,32,Female,Kisumu,Mobile App Development,Certificate,Hybrid,Degree,Self-employed,Partial Scholarship,Desktop,Excellent,1.1,15,65,14,1,74,71,18,9,144,6,Python,Upskill current job,Google Search,Data Dashboard,15757,5243,30,3,3,59,72,9,3,9,5,High,Moderate,Low,Practical Builder
STU-0332,19,Male,Nakuru,Mobile App Development,Certificate,Hybrid,High School,Self-employed,Partial Scholarship,Desktop,Average,0.8,21,98,17,0,85,86,45,12,161,8,JavaScript,Build startup,Instagram,Data Dashboard,29177,15823,0,0,10,71,92,4,9,7,1,High,Consistent,Low,High Performer
STU-0333,32,Male,Kisii,AI & Machine Learning,Diploma,Physical,Diploma,Employed,Installments,Laptop,Good,1.3,8,60,15,3,33,31,33,10,2,1,Dart,Upskill current job,Instagram,Web App,71081,36919,10,29,2,28,45,4,5,5,8,Medium,Moderate,Medium,Struggling Learner
STU-0334,20,Female,Kajiado,Cybersecurity,Certificate,Hybrid,Degree,Employed,Installments,Laptop,Average,0.5,13,76,16,1,77,82,1,4,120,3,Kotlin,Upskill current job,Event,Data Dashboard,43424,16576,0,7,10,39,85,4,7,6,9,Very High,Moderate,Medium,Practical Builder
STU-0335,29,Female,Nairobi,Cloud Computing,Certificate,Online,Diploma,Self-employed,Installments,Laptop,Average,2.0,2,64,13,5,41,28,35,1,34,0,Kotlin,Build startup,Instagram,Design Prototype,38809,6191,0,30,0,88,37,9,4,4,9,Medium,Moderate,Medium,Struggling Learner
STU-0336,28,Female,Kajiado,AI & Machine Learning,Diploma,Online,Diploma,Student,Full Payment,Laptop,Excellent,4.3,28,97,8,4,76,83,7,13,117,5,C++,Upskill current job,Referral,Web App,17364,12636,0,0,8,105,92,7,3,8,2,High,Consistent,Low,High Performer
STU-0337,36,Male,Kiambu,UI/UX Design,Certificate,Hybrid,Postgraduate,Employed,Partial Scholarship,Smartphone,Good,0,24,71,10,3,58,78,26,8,113,6,Java,Academic research,WhatsApp,Web App,20747,6253,10,7,9,40,79,5,9,6,7,High,Moderate,Medium,Practical Builder
STU-0338,24,Male,Kajiado,Robotics,Diploma,Hybrid,Postgraduate,Self-employed,Installments,Laptop,Average,2.5,18,85,15,4,92,83,30,8,98,6,JavaScript,Get a tech job,Instagram,Blockchain App,58457,16543,0,1,6,97,92,4,1,10,5,High,Consistent,Low,High Performer
STU-0339,36,Female,Nairobi,Blockchain Development,Bootcamp,Online,Diploma,Unemployed,Installments,Laptop,Good,0.5,2,31,9,7,47,24,7,0,24,0,Kotlin,Get a tech job,Instagram,Web App,36901,23099,50,7,1,118,31,8,3,5,3,Low,Irregular,Medium,Struggling Learner
STU-0340,26,Female,Meru,Cloud Computing,Certificate,Online,Degree,Employed,Full Payment,Laptop,Average,3.5,9,78,20,0,56,60,20,6,34,2,Python,Academic research,Google Search,AI Model,38325,81675,0,13,6,27,63,8,2,4,5,Low,Moderate,Low,Casual Learner
STU-0341,18,Female,Nyeri,Data Science,Certificate,Online,Degree,Employed,Installments,Laptop,Average,0.8,5,48,8,11,45,36,13,4,35,2,Java,Academic research,Event,Design Prototype,50472,12527,30,27,1,27,40,10,2,4,9,Low,Irregular,Medium,Struggling Learner
STU-0342,36,Female,Kisii,Blockchain Development,Bootcamp,Hybrid,Postgraduate,Employed,Full Payment,Desktop,Excellent,4.5,35,86,8,8,79,83,28,6,166,3,Kotlin,Upskill current job,Instagram,AI Model,38127,42873,10,2,6,90,89,6,5,7,4,High,Consistent,Low,High Performer
STU-0343,27,Male,Nyeri,UI/UX Design,Certificate,Hybrid,Diploma,Self-employed,Sponsored,Tablet,Good,0,12,72,9,9,62,50,35,14,6,3,Python,Academic research,Instagram,AI Model,44782,30218,0,17,6,29,63,6,3,4,4,Medium,Moderate,Medium,Casual Learner
STU-0344,28,Female,Meru,Data Science,Certificate,Hybrid,Degree,Student,Installments,Laptop,Average,1.7,19,76,9,7,67,53,41,12,88,1,JavaScript,Build startup,Referral,Data Dashboard,89975,30025,0,8,6,74,57,1,6,5,10,High,Moderate,Medium,Career Switcher
STU-0345,18,Female,Kakamega,Data Science,Certificate,Hybrid,Degree,Student,Partial Scholarship,Laptop,Excellent,0.2,20,87,8,3,60,88,32,2,122,4,Dart,Upskill current job,TikTok,Blockchain App,15306,32694,20,0,9,98,86,2,3,9,1,High,Consistent,Low,Practical Builder
STU-0346,26,Female,Meru,Software Engineering,Diploma,Physical,Degree,Unemployed,Installments,Desktop,Good,0,2,30,10,10,31,25,23,7,11,1,JavaScript,Freelance,TikTok,IoT Project,20250,6750,10,25,0,15,25,5,4,2,5,Low,Irregular,Medium,Struggling Learner
STU-0347,30,Male,Kisumu,Full Stack JavaScript,Bootcamp,Online,Diploma,Employed,Partial Scholarship,Laptop,Average,2.6,24,85,20,1,76,75,22,10,34,6,JavaScript,Upskill current job,Instagram,Web App,14810,30190,50,6,5,108,79,4,6,8,2,Very High,Consistent,Low,Practical Builder
STU-0348,33,Male,Eldoret,Data Science,Certificate,Online,Degree,Self-employed,Installments,Desktop,Excellent,2.2,13,85,10,5,66,70,19,2,50,5,Kotlin,Upskill current job,Google Search,Design Prototype,38374,21626,20,7,8,64,84,3,1,8,10,High,Consistent,Low,Practical Builder
STU-0349,25,Female,Nyeri,Cybersecurity,Certificate,Online,Postgraduate,Self-employed,Full Payment,Smartphone,Average,4.4,29,90,16,1,93,90,8,10,52,4,Python,Build startup,TikTok,Mobile App,19611,47889,10,1,9,47,81,2,5,9,6,High,Consistent,Low,High Performer
STU-0350,26,Male,Mombasa,Mobile App Development,Certificate,Online,Diploma,Unemployed,Full Payment,Laptop,Good,0.2,13,60,19,1,80,60,29,11,59,1,Java,Upskill current job,School Visit,Data Dashboard,16051,21449,50,8,6,36,53,7,3,8,3,High,Moderate,Low,Career Switcher
STU-0351,19,Female,Eldoret,UI/UX Design,Certificate,Hybrid,High School,Employed,Partial Scholarship,Laptop,Average,0.4,35,94,10,4,77,98,27,1,103,4,Kotlin,Get a tech job,Instagram,Data Dashboard,39095,14905,10,3,8,48,98,3,7,8,5,High,Consistent,Low,High Performer
STU-0352,22,Female,Kakamega,AI & Machine Learning,Diploma,Physical,High School,Unemployed,Partial Scholarship,Laptop,Good,2.8,10,45,13,0,50,55,19,6,13,4,Java,Academic research,Instagram,Web App,16575,13425,50,17,1,38,60,2,10,7,9,Medium,Irregular,Medium,Casual Learner
STU-0353,30,Female,Kakamega,AI & Machine Learning,Diploma,Online,High School,Self-employed,Partial Scholarship,Desktop,Average,0,14,63,15,2,79,68,27,5,20,1,Kotlin,Freelance,Instagram,Blockchain App,30270,29730,0,8,5,91,64,1,9,8,3,High,Moderate,Low,Career Switcher
STU-0354,36,Male,Machakos,Software Engineering,Diploma,Hybrid,Postgraduate,Employed,Full Payment,Laptop,Poor,1.3,31,95,11,1,83,89,20,5,162,8,C++,Freelance,Google Search,Data Dashboard,52452,67548,0,1,13,9,86,10,2,10,9,Very High,Consistent,Low,High Performer
STU-0355,22,Female,Kisii,Software Engineering,Diploma,Hybrid,High School,Unemployed,Partial Scholarship,Desktop,Good,3.4,4,28,19,0,43,56,38,6,30,0,JavaScript,Freelance,Instagram,Data Dashboard,7532,7468,50,20,2,28,41,5,1,6,4,Low,Irregular,High,Struggling Learner
STU-0356,42,Female,Kiambu,Blockchain Development,Bootcamp,Online,High School,Self-employed,Full Payment,Laptop,Good,1.4,11,71,12,7,61,62,9,7,29,4,Dart,Get a tech job,WhatsApp,Data Dashboard,9581,44419,10,3,3,114,72,4,9,6,7,Medium,Moderate,Medium,Casual Learner
STU-0357,28,Male,Kisumu,UI/UX Design,Certificate,Hybrid,Degree,Self-employed,Installments,Laptop,Good,3.4,27,100,16,1,88,91,24,9,50,5,JavaScript,Upskill current job,School Visit,Data Dashboard,9502,14498,20,3,8,113,89,2,7,8,4,Very High,Consistent,Low,High Performer
STU-0358,41,Male,Kajiado,Full Stack JavaScript,Bootcamp,Hybrid,Degree,Self-employed,Sponsored,Laptop,Good,1.9,14,65,11,7,72,62,10,14,39,4,JavaScript,Get a tech job,Google Search,IoT Project,16332,13668,50,10,4,116,59,7,5,5,9,Medium,Moderate,Medium,Casual Learner
STU-0359,30,Female,Kisumu,Cloud Computing,Certificate,Physical,Diploma,Employed,Installments,Laptop,Poor,0.2,35,89,20,1,80,96,35,8,165,8,JavaScript,Freelance,TikTok,AI Model,38336,2164,10,0,10,115,88,3,8,9,4,High,Consistent,Low,High Performer
STU-0360,17,Male,Nyeri,Data Science,Certificate,Physical,Diploma,Unemployed,Partial Scholarship,Desktop,Excellent,0.9,2,63,17,3,41,30,24,1,15,1,Kotlin,Upskill current job,Event,Blockchain App,72724,23276,20,30,0,105,49,5,9,2,10,Low,Moderate,Medium,Struggling Learner
STU-0361,26,Female,Kisii,Software Engineering,Diploma,Hybrid,Degree,Unemployed,Sponsored,Laptop,Good,0.9,24,100,16,1,78,83,16,1,138,6,Java,Upskill current job,WhatsApp,AI Model,44148,15852,0,2,7,47,83,8,8,8,5,High,Consistent,Low,High Performer
STU-0362,25,Male,Mombasa,Blockchain Development,Bootcamp,Online,Degree,Student,Full Payment,Laptop,Average,1.8,15,83,12,4,75,79,24,4,90,7,C++,Academic research,WhatsApp,Design Prototype,33345,56655,0,7,7,86,78,1,4,8,3,Medium,Consistent,Low,Practical Builder
STU-0363,29,Female,Nyeri,UI/UX Design,Certificate,Hybrid,Degree,Employed,Installments,Laptop,Good,0,12,75,10,3,51,60,9,4,29,1,C++,Academic research,TikTok,Blockchain App,57982,5017,30,5,3,82,61,4,6,7,8,Low,Moderate,Medium,Casual Learner
STU-0364,28,Male,Kajiado,Cybersecurity,Certificate,Physical,Degree,Student,Installments,Smartphone,Good,3.7,2,28,10,7,48,56,11,0,33,0,JavaScript,Academic research,Instagram,Web App,55790,4210,50,14,2,82,40,9,5,4,4,Low,Irregular,Medium,Struggling Learner
STU-0365,24,Male,Nyeri,Cybersecurity,Certificate,Hybrid,Postgraduate,Unemployed,Full Payment,Smartphone,Poor,1.6,8,30,5,13,50,32,7,11,6,2,Java,Upskill current job,WhatsApp,Mobile App,14882,15118,50,25,1,118,35,4,10,6,1,Medium,Irregular,High,Struggling Learner
STU-0366,33,Female,Meru,Full Stack JavaScript,Bootcamp,Online,Degree,Self-employed,Partial Scholarship,Laptop,Average,1.0,5,65,9,2,48,27,4,12,11,1,JavaScript,Build startup,Instagram,IoT Project,36538,8462,0,7,2,60,45,2,8,4,9,Medium,Moderate,High,Struggling Learner
STU-0367,27,Female,Kiambu,Mobile App Development,Certificate,Hybrid,Diploma,Employed,Installments,Laptop,Average,1.9,9,78,20,1,70,65,23,2,43,4,Kotlin,Get a tech job,Event,Data Dashboard,29070,30930,20,11,2,44,72,6,6,8,5,Medium,Moderate,Medium,Casual Learner
STU-0368,30,Female,Kakamega,Software Engineering,Diploma,Hybrid,Postgraduate,Self-employed,Full Payment,Desktop,Average,2.2,8,68,16,4,41,55,28,13,32,4,Dart,Upskill current job,Referral,Design Prototype,102629,5371,10,13,5,40,54,2,4,4,6,Low,Moderate,Low,Casual Learner
STU-0369,39,Female,Kisumu,Cloud Computing,Certificate,Online,Postgraduate,Student,Full Payment,Laptop,Average,0,20,84,15,0,85,91,28,3,83,4,C++,Freelance,Event,AI Model,18099,4401,50,2,14,46,95,9,5,9,1,High,Consistent,Low,High Performer
STU-0370,40,Male,Mombasa,Robotics,Diploma,Online,Diploma,Unemployed,Installments,Laptop,Excellent,3.8,10,69,16,2,58,90,1,9,82,5,C++,Get a tech job,School Visit,Web App,62029,27971,0,6,10,60,70,9,6,9,5,Medium,Moderate,Low,Practical Builder
STU-0371,41,Male,Meru,UI/UX Design,Certificate,Online,High School,Unemployed,Installments,Smartphone,Good,1.7,24,88,5,12,59,90,36,4,72,2,JavaScript,Academic research,WhatsApp,Design Prototype,15007,38993,10,2,8,5,98,7,1,6,4,High,Consistent,Medium,Practical Builder
